COD_GLA,Shape_Leng,Shape_Area,REGION,COMUNA,COD_SSUBC,idMapGlac,Id_Union,idZonGlac,q1_SN,q1_Max,q1_Min,q2_SN,q2_Max,q2_Min,SN_1718q1,G_1718q1,P_1718q1,SC_1718q1,niev_17q1,SN_1819q1,G_1819q1,P_1819q1,SC_1819q1,niev_18q1,SN_1920q1,G_1920q1,P_1920q1,SC_1920q1,niev_19q1,SN_2021q1,G_2021q1,P_2021q1,SC_2021q1,niev_20q1,niev_21q1,SN_1718q2,G_1718q2,P_1718q2,SC_1718q2,niev_17q2,SN_1819q2,G_1819q2,P_1819q2,SC_1819q2,niev_18q2,SN_1920q2,G_1920q2,P_1920q2,SC_1920q2,niev_19q2,niev_20q2,NOM_REGION,PROVINCIA,NOM_PROVIN,NOM_COMUNA,NOM_SSUBC,NOMBRE,ID,Nombre_GLA
,44221.4436091,4215520.83276,10,10404,10703,1436,1366,814,3191640.14207,715604.187434,308276.503255,258344.96533,3454288.15051,502887.716924,3416859.79444,368031.96978,73720.0592455,356909.009299,430629.0685445,3382516.63908,108063.214599,145166.812699,579774.166379,724940.979078,3370338.2152,157345.236584,71690.3219315,616147.059047,687837.3809785,3245062.82818,196965.708953,104166.118956,669326.176674,773492.29563,866291.885627,2215011.73605,192013.149907,581885.093186,1226610.85361,1808495.946796,1201685.6794,1595211.14984,104490.876926,1314133.12659,1418624.003516,310793.377524,149551.045298,809215.672357,2945960.73758,3755176.409937,3095511.782878,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu arriba Rio Azulado y Rio Azul,S/N,814,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-2
,11538.5000902,1207483.57256,10,10404,10703,1437,1367,859,923135.956205,237700.004542,46647.6118128,85750.4794542,1036144.86621,85588.2268913,1007020.53119,107735.701717,22390.8536702,70336.4859856,92727.3396558,991525.411437,37885.9734202,65306.6565379,112765.531165,178072.1877029,986252.203145,70579.8648298,33018.3965353,117633.10805,150651.5045853,950800.018167,68470.5815131,35695.563822,152517.409058,188212.97288,220987.9905711,592465.233164,123230.821467,129153.04001,362634.477919,491787.517929,355819.87028,365798.402894,36831.3317618,449033.967624,485865.2993858,90293.5512133,115767.203577,81856.4179463,919566.399823,1001422.8177693,1035333.6034,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu arriba Rio Azulado y Rio Azul,S/N,859,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Lago Yelcho - 2
,47733.8305626,3817867.88685,10,10404,10703,1438,1368,859,2443344.58074,1056813.86999,317709.436119,245097.09053,3044931.77911,527839.01721,2710996.12051,404276.33304,248180.072801,454415.360497,702595.433298,2780200.95938,178975.233932,241040.534911,617651.158625,858691.693536,2771438.79924,249802.695049,122913.635271,673712.757287,796626.392558,2566988.39602,327364.038494,124698.519743,798816.932592,923515.452335,1126180.971086,2072332.00378,192037.343027,501390.27457,1052108.26547,1553498.54004,1138594.03128,1435128.24707,79670.752367,1164474.85613,1244145.608497,306675.604834,262864.804144,434132.582399,2814194.89547,3248327.477869,3077059.699614,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu arriba Rio Azulado y Rio Azul,S/N,859,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Lago Yelcho - 2
,4576.18215065,124639.34154,10,10404,10704,1439,1369,428,95432.0806961,29207.2608439,0,13423.94997,111215.39157,0,106333.955217,18305.3863228,0,0,0,106171.240672,162.714545091,16352.8117817,1952.5745411,18305.3863228,100964.375229,21559.6772246,0,2115.28908619,2115.28908619,99337.2297783,1627.14545091,15295.1672386,8379.79907221,23674.96631081,10006.94452312,118862.975189,5776.36635074,0,0,0,79974.1989124,38888.7762768,1301.71636073,4474.64999001,5776.36635074,14400.2372406,65004.460764,488.143635274,44746.4999001,45234.643535374,109750.9606641,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,428,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-1
,52066.5211717,4832604.63303,10,10404,10704,1440,1370,661,3252920.62362,1216183.8624,363500.147011,274978.124603,3855373.43424,702253.074192,3469965.91229,574378.915333,249662.935793,538596.869611,788259.805404,3513861.80058,205767.047504,409667.911218,703307.873726,1112975.784944,3581774.66287,341755.048931,139152.400028,769922.521203,909074.921231,3447571.70681,273355.356089,209661.691937,902015.878197,1111677.570134,1175371.234286,1655305.02214,772194.397121,444070.603703,1961034.61007,2405105.213773,1123118.08815,976257.537687,371938.543281,2361290.46391,2733229.007191,377455.956227,130714.003758,472469.052689,3851965.62036,4324434.673049,3982679.624118,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,661,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho/Rio Palena entre arriba Rio Tranquilo y Rio Frio
,625.132801344,7547.94344523,10,10404,10704,1441,1371,632,7547.94344523,0,0,481.783624164,7066.15982107,0,7547.94344523,0,0,0,0,7547.94344523,0,0,0,0,7547.94344523,0,0,0,0,7547.94344523,0,0,0,0,0,5701.10621927,160.594541388,1365.0536018,321.189082776,1686.242684576,4255.75534678,2810.40447429,0,481.783624164,481.783624164,963.567248327,240.891812082,1284.7563311,5058.72805372,6343.48438482,5299.619865802,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,632,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,3105.24970392,94077.8761853,10,10404,10704,1442,1372,632,78425.2640269,15652.6121584,0,3892.87763525,88319.6613498,1865.33720023,81993.7351925,12003.0393754,81.1016174011,0,81.1016174011,80939.4141663,1135.42264362,4784.99542667,7218.0439487,12003.03937537,81993.7351925,3730.67440045,2027.54043503,6325.92615729,8353.46659232,80777.2109315,3244.06469604,2757.45499164,7299.1455661,10056.60055774,10543.21026214,33738.2728389,15247.1040714,18085.6606804,27006.8385946,45092.499275,27169.0418294,24654.8916899,10056.6005577,32197.3421082,42253.9426659,7623.55203571,4298.38572226,6893.6374791,75262.3009482,82155.9384273,79560.68667046,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,632,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,32125.9309074,3043609.81414,10,10404,10704,1443,1373,661,2053917.56936,743870.955428,245821.289348,177289.785059,2471756.9896,394563.039485,2250671.92369,278181.135752,166908.681451,347848.073248,514756.754699,2279706.57284,137874.032297,217111.049682,408918.159318,626029.209,2331855.398,164962.224525,115814.187129,430978.004486,546792.191615,2164297.89757,283371.687556,93348.8301022,502591.398908,595940.2290102,785963.086464,1175092.26703,548900.853286,191644.904893,1127971.78893,1319616.693823,824730.020251,542007.151671,205837.819982,1471034.82224,1676872.642222,246307.90358,234061.445417,297240.193158,2266000.27199,2563240.465148,2500061.717407,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,661,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho/Rio Palena entre arriba Rio Tranquilo y Rio Frio
,770.123447717,15452.9933578,10,10404,10704,1444,1374,632,8830.28191874,6622.71143906,0,572.333087326,13408.9466174,1471.71365312,9811.42435416,5641.56900364,0,0,0,9320.85313645,490.571217708,1226.42804427,4415.14095937,5641.56900364,9484.37687569,1062.90430503,81.761869618,4823.95030746,4905.712177078,9566.1387453,0,654.094956944,5232.75965555,5886.854612494,5232.75965555,5723.33087326,4496.90282899,899.380565798,4333.37908975,5232.759655548,4415.14095937,2207.57047969,1144.66617465,7685.61574409,8830.28191874,572.333087326,1308.18991389,1389.95178351,12182.5185731,13572.47035661,13490.70848699,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,632,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,25.4257384822,23.9729080898,10,10404,10704,1445,1375,632,23.9729080898,0,0,0,23.9729080898,0,23.9729080898,0,0,0,0,23.9729080898,0,0,0,0,23.9729080898,0,0,0,0,23.9729080898,0,0,0,0,0,23.9729080898,0,0,0,0,23.9729080898,0,0,0,0,0,0,23.9729080898,0,23.9729080898,0,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,632,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,18036.8473807,1120779.92459,10,10404,10704,1447,1376,661,842088.527823,238948.004227,39743.3925398,59086.8024059,974972.877113,86720.2450716,880125.148904,174415.78812,18611.9363837,47627.0511827,66238.9875664,882888.49317,15848.5921171,118092.32998,103950.509322,222042.839302,975460.526101,25520.2970501,14466.9199838,105332.181455,119799.1014388,944332.265686,45595.1803985,26414.3201952,104438.15831,130852.4785052,150033.3387085,473994.816549,241711.348494,44050.9586024,361022.800945,405073.7595474,389631.541587,128414.233564,144994.299164,457739.850275,602734.149439,86638.9702402,179779.92699,102893.936514,751467.090845,854361.027359,931247.017835,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,661,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho/Rio Palena entre arriba Rio Tranquilo y Rio Frio
,158.130410201,687.530774138,10,10404,10704,1448,1377,632,0,687.530774138,0,85.9413467672,601.589427371,0,85.9413467672,601.589427371,0,0,0,85.9413467672,0,601.589427371,0,601.589427371,257.824040302,429.706733836,0,0,0,257.824040302,0,429.706733836,0,429.706733836,0,687.530774138,0,0,0,0,687.530774138,0,0,0,0,257.824040302,429.706733836,0,0,0,429.706733836,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,632,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,1423.45747698,26124.9883288,10,10404,10704,1449,1378,549,23060.9464878,3064.04184103,0,5563.65492187,20561.3334069,0,23544.7425679,2580.24576087,0,0,0,23544.7425679,0,2580.24576087,0,2580.24576087,25721.8249287,403.163400136,0,0,0,24592.9674083,1128.85752038,80.6326800272,322.530720109,403.1634001362,1451.388240489,26124.9883288,0,0,0,0,21206.3948471,4918.59348166,0,0,0,6047.45100204,18384.2510462,0,1693.28628057,1693.28628057,20077.53732677,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,549,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-2
,6092.11539962,246473.494162,10,10404,10704,1450,1379,632,241291.397044,5182.09711773,0,37165.3527662,208417.468454,890.67294211,241372.367312,5101.12685026,0,0,0,241372.367312,0,4534.33497801,566.791872252,5101.126850262,245258.94015,647.762139716,0,566.791872252,566.791872252,244854.088813,404.851337323,890.67294211,323.881069858,1214.554011968,728.732407181,140240.503249,6072.77005984,70201.2218917,29958.9989619,100160.2208536,113034.49338,97407.2317598,3076.87016365,32954.8988581,36031.76902175,57569.8601673,9311.58075842,31983.2556485,147608.797588,179592.0532365,156920.37834642,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,632,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,2523.44885079,98934.3765098,10,10404,10704,1451,1380,580,95035.4848247,3898.89168512,0,9584.77539258,89349.6011172,0,95441.6193752,3492.75713458,0,0,0,95441.6193752,0,3411.53022448,81.2269101066,3492.7571345866,97472.2921279,1380.85747181,0,81.2269101066,81.2269101066,97147.3844875,324.907640426,974.722921279,487.361460639,1462.084381918,812.269101065,82851.4483087,16082.9282011,0,0,0,45080.9351091,37770.5131996,3411.53022448,12671.3979766,16082.92820108,10234.5906734,37608.0593793,487.361460639,50604.3649964,51091.726457039,88212.4243757,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,580,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-3
,90278.3686359,10094002.5408,10,10404,10704,1452,1381,632,8242334.28769,1716774.21275,134894.040355,691433.411423,8887504.40008,515064.729298,8551811.40916,838907.82257,405006.775796,298276.533276,703283.309072,8635004.18375,321814.001208,592332.555061,544851.800785,1137184.355846,8840348.30053,386988.438275,304201.482101,562464.319892,866665.801993,8768761.93255,375787.850087,237890.753478,711562.004689,949452.758167,1087349.854776,4175790.30219,1597707.09049,987762.016319,3332743.13181,4320505.148129,3274548.77144,1889003.54707,993037.655683,3937412.56661,4930450.222293,952780.469151,992469.509905,337316.26457,7811436.29717,8148752.56174,8803905.807075,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,632,Complejo Glaciar PALENA-CHAITÉN || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,111879.770461,10714059.794,10,10404,10704,1453,1382,644,7842463.26838,2472125.79473,399470.730895,858095.262891,9075523.84662,780440.68449,8239175.11143,1299355.03023,498466.118197,677063.534143,1175529.65234,8258487.32633,479153.903297,766727.389036,1209691.17534,1976418.564376,8556284.92584,468929.789527,490595.173469,1198249.90516,1688845.078629,8494128.80562,552751.293694,386244.298001,1280935.39669,1667179.694691,1833686.690384,5612795.02879,1308118.55632,1152160.24944,2640985.95946,3793146.2089,3775781.44424,2989173.83398,591619.154774,3357485.361,3949104.515774,1059980.93798,1293512.6795,385838.5792,7974727.59732,8360566.17652,9268240.27682,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,644,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-4
,125506.398133,14864218.3631,10,10404,10704,1454,1383,661,11036921.1783,2872745.63037,954551.554395,1441242.97618,11945043.8646,1477931.52231,11803241.0104,1205933.03092,599760.326141,1255283.99564,1855044.321781,11921585.9225,481415.41404,746514.510694,1714702.51587,2461217.026564,12095775.3473,572325.085887,365018.566336,1831099.36357,2196117.929906,11429374.9849,1031418.92872,332307.318341,2071117.13112,2403424.449461,3102536.05984,5956044.55428,2111458.298,1877284.72364,4919430.78718,6796715.51082,4783715.6342,3049613.64372,990428.407034,6040460.67814,7030889.085174,1866976.21621,1132150.0919,1311290.84704,10553801.2079,11865092.05494,11685951.2998,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,661,Complejo Glaciar CHAITÉN-PALENA || Rio Frio-/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho/Rio Palena entre arriba Rio Tranquilo y Rio Frio
,580.981422835,5669.46141387,10,10404,10704,1456,1384,682,2996.71531876,2672.74609511,0,1052.89997686,4616.56143701,0,3887.6306838,1781.83073007,0,0,0,3563.66146015,323.96922365,1295.8768946,485.953835475,1781.830730075,3725.64607197,1133.89228277,0,809.923059124,809.923059124,3725.64607197,0,1457.86150642,485.953835475,1943.815341895,485.953835475,4454.57682518,0,647.938447299,566.946141387,1214.884588686,2834.73070693,2267.78456555,0,566.946141387,566.946141387,1619.84611825,1457.86150642,0,2591.7537892,2591.7537892,4049.61529562,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,682,Complejo Glaciar CHAITÉN-PALENA || Rio Frio/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho - 2
,1747.44477563,25868.9482693,10,10404,10704,1457,1385,660,6033.33298294,19835.6152864,0,18099.9989488,7768.94932049,0,6198.62977699,19670.3184923,0,0,0,6033.33298294,165.296794053,19174.4281102,495.890382159,19670.318492359,24959.815902,247.94519108,578.538779186,82.6483970265,661.1871762125,25373.0578871,165.296794053,330.593588106,0,330.593588106,165.296794053,25868.9482693,0,0,0,0,25538.3546812,330.593588106,0,0,0,18678.537728,6859.8169532,247.94519108,82.6483970265,330.5935881065,6942.4653502265,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,660,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-5
,6555.79471864,135737.298201,10,10404,10704,1458,1386,682,92847.2362919,42483.9060198,406.155889291,8854.19838654,126801.868637,81.2311778582,101701.434678,33223.551744,162.462355716,649.849422865,812.311778581,99102.036987,2761.86004718,15027.7679038,18845.6332631,33873.4011669,98289.7252084,15840.0796823,812.311778582,20795.1815317,21607.493310282,96990.0263627,2112.01062431,14621.6120145,22013.6491996,36635.2612141,24125.65982391,97152.4887184,34117.0947004,1462.16120145,3005.55358075,4467.7147822,56780.5933229,41834.056597,3005.55358075,34117.0947004,37122.64828115,9341.58545369,45002.0725334,487.387067149,80906.2531467,81393.640213849,125908.3256801,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,682,Complejo Glaciar CHAITÉN-PALENA || Rio Frio/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho - 2
,7479.6904626,321779.791794,10,10404,10704,1459,1387,716,299277.140361,22015.2293805,487.422052705,43136.8516644,274987.274734,3655.66539529,300251.984466,19740.5931345,1299.79214055,487.422052705,1787.214193255,301389.302589,162.474017568,12591.7363615,7636.27882571,20228.01518721,305044.967984,8936.07096626,649.896070273,7148.856773,7798.752843273,304151.360888,1543.5031669,4061.85043921,12023.0773001,16084.92773931,13566.580467,195456.243135,36231.7059177,21365.3333102,68726.5094314,90091.8427416,123886.438396,92935.1380491,25345.9467407,79612.2686085,104958.2153492,51098.0785252,34038.3066806,21933.9923717,214709.414216,236643.4065877,248747.7208966,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,716,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-6
,96799.6270556,8409058.58365,10,10404,10704,1461,1389,752,5250588.7782,2350955.38662,807514.418833,744530.079802,6515713.63962,1148814.86422,5751298.04041,942086.62774,584471.939895,1131201.9756,1715673.915495,5796750.65621,539019.3241,543483.420294,1529805.18305,2073288.603344,5908271.89568,431962.180825,448438.754051,1620385.7531,2068824.507151,5657633.18572,699077.464007,359643.822479,1692704.11144,2052347.933919,2391781.575447,3476151.12371,1297915.67711,642424.025034,2992567.7578,3634991.782834,2596724.17346,1521850.97529,590234.682255,3700248.75265,4290483.434905,893143.900375,701187.764026,549570.824195,6265156.09505,6814726.919245,6966343.859076,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,752,Complejo Glaciar CHAITÉN-PALENA || Lago Yelcho-/Rio Frio/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,52.2789760154,99.9060325986,10,10404,10704,1462,1390,758,99.9060325986,0,0,0,99.9060325986,0,99.9060325986,0,0,0,0,99.9060325986,0,0,0,0,99.9060325986,0,0,0,0,99.9060325986,0,0,0,0,0,99.9060325986,0,0,0,0,99.9060325986,0,0,0,0,0,99.9060325986,0,0,0,99.9060325986,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,758,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-1
,15862.2076135,1153545.29931,10,10404,10704,1463,1391,723,1085292.98886,68171.0576968,81.2527505325,62402.112409,1072455.05428,18688.1326225,1093418.26392,58095.7166307,1543.80226012,487.516503195,2031.318763315,1093743.27492,1218.79125799,45420.2875477,13162.9455863,58583.233134,1102274.81372,36888.7487418,812.527505325,13569.2093389,14381.736844225,1100324.74771,2762.59351811,22100.7481448,28357.2099358,50457.9580806,31119.80345391,538624.48328,240508.141576,56389.4088696,318023.265584,374412.6744536,336142.628953,258871.263197,94984.4653725,463546.941788,558531.4071605,78815.1680165,150805.104988,20313.1876331,903611.838672,923925.0263051,1054416.94366,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,723,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-7
,24005.8451835,2076431.61826,10,10404,10704,1465,1393,736,1838930.208,229460.151838,8041.25841839,137838.540768,1843397.57379,95195.5037005,1859480.09063,193396.326204,14945.3691817,8609.83224595,23555.20142765,1865896.8524,8528.60741344,121106.225271,80899.933179,202006.15845,1910732.95994,76270.1177259,5523.28861061,83905.2519818,89428.54059241,1911057.85927,5198.38928058,59375.3525641,100800.017144,160175.3697081,105998.40642458,1091499.29926,242293.675374,228972.802843,513665.840787,742638.64363,775453.475963,545018.626135,124030.319241,631929.19692,755959.516161,233440.168631,283637.115121,67172.9364849,1492181.39802,1559354.3345049,1775818.513141,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,736,Complejo Glaciar PALENA || Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-8
,223.404410618,958.780831754,10,10404,10704,1466,1394,746,958.780831754,0,0,79.8984026462,878.882429108,0,958.780831754,0,0,0,0,958.780831754,0,0,0,0,958.780831754,0,0,0,0,958.780831754,0,0,0,0,0,958.780831754,0,0,0,0,79.8984026462,878.882429108,0,0,0,239.695207939,0,399.492013231,319.593610585,719.085623816,319.593610585,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,746,Complejo Glaciar PALENA || /Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,80937.9712685,5990013.00273,10,10404,10704,1468,1396,746,5448195.84924,500107.700609,41709.4528822,1048741.18492,4813303.32132,127968.496489,5525934.47932,375547.369531,31890.6906278,56640.4632524,88531.1538802,5515953.42347,41871.7464732,212036.576617,220151.256166,432187.832783,5599615.76962,128374.230466,39193.902222,222829.100417,262023.002639,5594746.9619,44062.7099514,132106.983059,219096.347825,351203.330884,263159.0577764,4408461.95862,436650.906535,559020.274135,585879.863442,1144900.137577,3061425.15347,1906057.07928,164565.701255,857965.068722,1022530.769977,1181903.07632,1252500.7884,144603.589564,3411005.54845,3555609.138014,4663506.33685,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,746,Complejo Glaciar PALENA || /Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,977.626877867,15169.7814854,10,10404,10704,1469,1397,813,14367.1475444,802.633941026,0,882.897335129,14286.8841503,0,14367.1475444,0,802.633941026,0,802.633941026,15169.7814854,0,0,0,0,15169.7814854,0,0,0,0,15169.7814854,0,0,0,0,0,8026.33941026,802.633941026,4655.27685795,1685.53127616,6340.80813411,6260.54474001,6421.07152821,642.107152821,1846.05806436,2488.165217181,2247.37503487,321.053576411,1364.47769974,11236.8751744,12601.35287414,11557.928750811,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,813,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,55065.8229616,7844706.55067,10,10404,10704,1470,1398,758,6915636.30127,897416.768377,31653.4810226,780542.376909,6817267.02178,246897.151977,7130230.67005,587456.142671,56570.4519815,70449.2859683,127019.7379498,7070576.03274,116225.089293,308986.672444,348918.756196,657905.42864,7204413.44352,175149.261659,123773.227076,341370.618413,465143.845489,7110670.44203,217516.228566,120770.204517,395749.675555,516519.880072,613265.904121,4466874.3117,1007716.97533,687124.026507,1682991.23714,2370115.263647,2704749.372,2449248.9662,354032.010822,2336676.20164,2690708.212462,838979.572643,1110956.02112,50320.9185488,5844450.03836,5894770.9569088,6955406.05948,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,758,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-1
,31.84915137,47.039977342,10,10404,10704,1471,1399,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,758,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-1
,110.380692262,576.376275793,10,10404,10704,1472,1400,813,576.376275793,0,0,0,576.376275793,0,576.376275793,0,0,0,0,576.376275793,0,0,0,0,576.376275793,0,0,0,0,576.376275793,0,0,0,0,0,576.376275793,0,0,0,0,216.141103422,360.235172371,0,0,0,0,360.235172371,0,216.141103422,216.141103422,576.376275793,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,813,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
,42.2792200382,85.3887304024,10,10404,10704,1473,1401,814,85.3887304024,0,0,0,85.3887304024,0,85.3887304024,0,0,0,0,85.3887304024,0,0,0,0,85.3887304024,0,0,0,0,85.3887304024,0,0,0,0,0,85.3887304024,0,0,0,0,85.3887304024,0,0,0,0,0,85.3887304024,0,0,0,85.3887304024,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,814,Complejo Glaciar PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho-2
,180.90803351,878.760396771,10,10404,10704,1474,1402,813,878.760396771,0,0,0,878.760396771,0,878.760396771,0,0,0,0,878.760396771,0,0,0,0,878.760396771,0,0,0,0,878.760396771,0,0,0,0,0,790.884357094,0,87.8760396771,0,87.8760396771,439.380198386,439.380198386,0,0,0,351.504158708,87.8760396771,351.504158708,87.8760396771,439.3801983851,175.7520793542,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,Rio Futaleufu entre arriba Rio Azul y Lago Yelcho,S/N,813,Complejo Glaciar FUTALEUFÚ-PALENA || Rio Futaleufu arriba Rio Azulado y Rio Azul/Rio Futaleufu entre arriba Rio Azul y Lago Yelcho
